seek_url,job_detail_title,job_detail_location,job_detail_classifications,job_detail_work_type,job_detail_salary,jobAdDetails,raw_data_path,extraction_time
https://www.seek.com.au/job/86940798?type=standard&ref=search-standalone#sol=529bdb36542c5024dacda5af08e96f2bf21f8c23,Data Scientist - Leading Gov Health Agency,Melbourne VIC(Hybrid),Government - Federal (Government & Defence),Contract/Temp,AUD 400 - 450 per day,"Data Scientist - Lading Gov Health AgencyJoin a purpose-driven Analytics team of a leading Government health organisation, that is using data science to support and help deliver programs that change lives.This is a 12 months Day Rate Contract with strong possibility of extension for another 12 months. Candidates must be based in Melb or Brisbane, with hydrid work arrangements - 2-3 days in the office/ rest from home.Australian Citizenship a must.About the TeamThe Analytics, Data & Actuarial (ADA) Division drives insight, forecasting and evaluation to ensure long-term sustainability and impact.Actuarial Insights & Monitoring – providing trusted analysis and advice.Data & Analytics – turning complex data into actionable insights.Scheme Effectiveness & Forecasting – measuring outcomes, evaluating supports, and monitoring financial sustainability.From producing the Annual Financial Sustainability Report to delivering strategic modelling and policy advice, the team plays a pivotal role in shaping evidence-based decision-making and future outcomes.As aData Scientistyou’ll:Work with complex data to deliver reporting, analysis and performance monitoring.Extract, cleanse and prepare data from multiple sources, advising on quality and checks.Apply statistical and predictive modelling, scenario testing and data visualisation to inform decision-making.Contribute to critical reporting for leadership, Ministers and public data sharing.Communicate insights to stakeholders and provide advice on moderately complex enquiries.What we’re looking for:2-3 yearsof relevant analytics or data science experience in gov or other similar agencies with good analytical and data management skills.Hands-on skills and exp inR or Python programming, including data manipulation and analysis.Hands-on experience and skills inSQL / SAS programming.Understanding ofstatistical modelling (GLM, gradient boosting)ormachine learning techniquesa must.Experience in dashboards and visualisations for non-technical stakeholders a big plus.Familiarity with government processes (policy, budget, reporting) a plus.This is your chance to use your technical expertise to influence policy, support national reporting, and contribute directly to outcomes that make a difference for Australians.",data\raw\Unknown_Company_Data Scientist - Leading Gov H_86940798_20250926_162006,2025-09-26T16:20:12.708043
https://www.seek.com.au/job/87119482?type=standard&ref=search-standalone#sol=cb50935a4cc0160dd3ecec27ff3725f6ff68e833,Research Scientist – Computational Biology,Melbourne VIC,"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,"$120,000 – $180,000 per year","You are a high-achieving mathematics/computing graduate, eager to improve human health in partnership with a team of biologists. You are exceptional. You are conscientious, scientifically minded, intelligent and driven.What does the role involve?Our Mission: Meaningfully extend human health span by targeting the root causes of aging.Background:We are focused on genomic damage, which is well suited to analytical approaches including analysis of past data and computational modelling.We are studying the molecular damage that accumulates with age to develop strategies for slowing and reversing it.New high accuracy sequencing techniques are shining a light on these root causes of aging.We have found that to analyse this accumulation of damage, model it, design experiments and analyse the data requires advanced statistics and programming.Unlike many aspects of medicine, the genetic code is highly logical, enabling predictions through modelling.Exposure to the medical sciences is beneficial but not required.Contribute to experimental design and strategy development, using your modelling to guide and shape experiments - not just analysing data from others.You will not be expected to work in the lab and will work in partnership with our lab team.Why work at Systematic Medicine?Work on the most challenging problems. Our mission is harder than going to Mars!Problems that are meaningful.We are focused on meaningfully reducing the burden of disease. Almost all disease burden is age related.Not speeding up a trade by a nano second to squeeze out more money.Secure private funding.Work from our premium office locations in Melbourne. We are based in the new Jumar incubator at the new CSL building and have a non-lab site in a top floor office in Abbotsford.Flexible Hours. You are driven to work hard, but intelligence, mindset and strong adherence to the scientific method is more important. We expect dedicated focused time, but don't require long hours.No travel required. You're welcome to organise conference attendance or go visit other labs.Exceptional pay $120-180k (ex superannuation).What you need to applyCapabilitiesStrong stats, math and problem solving.Strong computer science and statistical coding skills in R and Python at least.ExperienceNot required, but ideally you have 2 years+ full time work experience post academia.EducationUnder grad degree in stats, math, computer science, bioinformatics, molecular biology or similar.Postgraduate studies in the above fields are useful but not required.You need to demonstrate a passion and excitement about our mission.Interview Requirements & TimelinesPlease provide a short cover letter explaining why you would be suitable for the role.The interview process is multi-stage and involved. We will provide you with documents and a question prior to interviews for you to study and ask that you provide a detailed response that will be discussed in the interview. This will require up to a couple of days work.Interviews will begin around the end of September.",data\raw\Unknown_Company_Research Scientist  Computatio_87119482_20250926_162006,2025-09-26T16:20:12.808459
https://www.seek.com.au/job/87231857?type=standard&ref=search-standalone#sol=5b87a6edc9749a146290c44a8dba10b912985d3e,Lead Data Scientist,Melbourne VIC(Hybrid),"Mathematics, Statistics & Information Sciences (Science & Technology)",Full time,,"We are currently partnering with a well-known Australian organisation that is seeking a Lead Data Scientist to join their established data function. This role, reporting directly to the senior leader across AI, this role will be central in leading a small team of data scientists and executing the organisation’s AI strategy, with a strong focus on advanced ML techniques and large language models (LLMs).This role is a hands-on leadership opportunity where you will combine people leadership with deep technical expertise in designing, developing, and deploying ML, AI, and LLM-based solutions. You will be accountable for embedding best practices, ensuring production readiness, and driving real-world impact from advanced analytics initiatives.What you will be doing…..Lead and mentor a small team of data scientists to deliver innovative AI and ML solutions.Execute the organisation’s AI strategy, with a particular focus on LLM adoption and applied use cases.Design, develop, and deploy ML, AI, and LLM models into production environments.Establish and maintain best practices, frameworks, and standards for scalable AI delivery.Ensure the ethical and responsible use of data and AI in line with organisational policies.Drive model reliability, accuracy, and validation through robust testing and governance.Partner with business and technology stakeholders to maximise adoption, value creation, and impact.Your experience will include……4+ years of experience as a Data Scientist, with recent experience in a leadership or team management role.Proven success in executing AI and data science strategies within complex organisations.Strong expertise in designing, developing, and deploying ML, AI, and LLM-based models into production.Technical depth in Python, R, BI tools, Azure and ML/AI frameworks.Advocate for practical, ethical, and innovative applications of AI and LLMs.Excellent stakeholder engagement and communication skills, with the ability to influence across technical and business teams.To be considered for this role, you must be an Australian Permanent Resident or Australian Citizen.If this position is of interest to you, please click ‘Apply’ or you can just send your details toraed@konnexuscg.com.auKonnexus specialises in the recruitment of permanent and contract professionals within Data Analytics | AI/ML | Data & Platform Engineering. If this role is not right but you want a new position or a conversation about the market, please call us on03 9052 5900and we will pass you onto the right Consultant.",data\raw\Unknown_Company_Lead Data Scientist_87231857_20250926_162006,2025-09-26T16:20:13.899771
https://www.seek.com.au/job/87195137?type=standard&ref=search-standalone#sol=94234391823cf5d40215985880b37f57c6f49940,Junior Data Analyst,Melbourne VIC,Business/Systems Analysts (Information & Communication Technology),Full time,$60-75K + Super,"Location:Toorak, Melbourne | In-office Monday-FridaySalary:$60k–$75k + super (depending on your experience)Is this you?You want to take the first real step in your career.You take pride in getting the details right, even when the task is repetitive.You’re eager to learn, open to feedback, and keen to grow over timeThis opportunity might be for you…Join one of Australia’s fastest-growing fintechs in a supportive team that needs someone who loves getting the details right. You’ll start by owning the foundations (keeping our data clean, fixing errors, and checking reports). Nail that, and you’ll grow into bigger projects that add real value.This role will suit you ifyou are open to new ways of doing things - we don’t want a robot!you want to be part of an supportive team that enjoys getting things done together.you want to work hard and have an impact.What’s on offer:A role that builds your career step by step - start with the foundations and grow into bigger projects.A great workplace culture (we have won awards for it!) where the value you create is what counts.A manager who backs you with feedback, coaching and opportunities to grow.Personal and professional development, we’re committed to supporting our people with coaching and programs.A fun, energetic office environment in Toorak (you should see the views!)Regular company events, activities and weekly company-wide lunches.Who are we looking for?We’re looking for passionate, ambitious individuals who want to contribute to big things. Years of experience are just a number. Contribution and dedication are what matter.Must-havesOpen-minded and curiousReliable, detail-oriented, and thorough in your work.Egoless and collaborativeAction-oriented and great at getting things doneNice to have:This role requires baseline comfort with spreadsheets and data operations.Graduate in Data/Business/Science fields OR relevant work experience.Competence in Excel/Google Sheets.Exposure to reporting tools (Looker, Quicksight).Curiosity about Python or other scripting languages.What you’ll be doing:Keeping our data cleanand useful by uploading leads, fixing errors, and removing duplicates.Cross-checking and maintaining operational reportsand dashboards.Working with internal teamsto fill in missing info and fix inconsistencies.Helping document and implement business rulesas we roll out our new data warehouse.Raising issueswhen things don’t look right - and helping to fix them.Over time, usingQuicksight to build new dashboardsand support decision-making.About BizcapBizcap is one of the world's fastest-growing Fintech companies. With just over 100 people in their agile, diverse and high-performing team, they've funded over $1.5b in loans and are rapidly expanding internationally. They have won a range of awards for their workplace and culture, from Best for Small Business Loans, Best Workplace Diversity, Best Employee Culture and Diversity, and Outstanding Customer Service.How to ApplyWe use a reflective exercise to understand how you think, what you care about, and how you approach work - it's not a test, and there's no ‘right' answer; it's a way for us to understand you beyond your CV.Once you apply, you'll receive an invitation to complete the 15-minute exercise. If we feel it's a good fit, we'll be in touch to set up a conversation to get to know you better.",data\raw\Unknown_Company_Junior Data Analyst_87195137_20250926_162031,2025-09-26T16:20:35.676930
https://www.seek.com.au/job/86117190?type=standard&ref=search-standalone#sol=fe8af49a25e75bd7e80a816e5100a41057321cac,Software Development Data Engineer,Melbourne VIC(Remote),Developers/Programmers (Information & Communication Technology),Full time,"$130,000 – $140,000 per year","About the RoleThe Data Acquisition Team is the entry point to WEX’s Data-as-a-Service (DaaS) platform responsible for ingesting, validating, and orchestrating raw data from dozens of internal systems and third-party providers.As a Software Engineer, you’ll play a key role in designing and building robust, scalable, and extensible pipelines that feed the entire data ecosystem at WEX. You’ll work across multiple data domains and ingestion patterns—batch, streaming, and event-driven—while ensuring quality, performance, and governance are embedded in every step.WEX is undergoing a data platform transformation—and this team builds the foundation. Every pipeline you create contributes directly to powering analytics, automation, and product intelligence across all business domains.If you’re passionate about scaling data platforms from the ground up, this is your chance to help shape how WEX ingests and leverages its most valuable asset: data.What You’ll DoBuild and maintain high-performance data acquisition pipelines that integrate with a variety of systems across WEX and third-party vendors.Contribute to the development of a modular ingestion platform that enables reusability, reliability, and observability at scale.Implement core pipeline components such as schema validation, transformation orchestration, error handling, and audit logging.Support batch and streaming ingestion flows, ensuring the platform meets varying latency and volume requirements across business units.Ensure traceability, lineage, and security through integration with control plane and governance systems.Participate in code reviews, design sessions, and incident resolution—promoting high standards for code quality and operational reliability.What You Bring4–8 years of experience as a software or data engineer, ideally in high-volume or distributed systems environments.Strong programming skills in Python, Java, Scala, or another systems-focused language.Experience with data integration and ingestion pipelines—you understand what it means to bring data in from source systems, transform it, and deliver it reliably downstream.Solid grasp of engineering fundamentals, including version control, modular design, testing, and performance tuning.Familiarity with concepts like schema evolution, event-driven architectures, observability, and role-based access control.A collaborative mindset—comfortable working across domains, products, and infrastructure layers.A strong sense of ownership and accountability—you care deeply about building systems that last.",data\raw\Unknown_Company_Software Development Data Engi_86117190_20250926_162032,2025-09-26T16:20:37.090551
https://www.seek.com.au/job/86802471?type=standard&ref=search-standalone#sol=32987340a1de1f17561f54d97085d58991439f88,Data Analyst,Melbourne VIC,Analysis & Reporting (Banking & Financial Services),Full time,,"NOW Finance is a purpose-driven fintech with a simple aim: to create simple and transparent financial solutions, empowering Aussies to live their dreams – now!We are seeking a Data Analyst who is passionate about numbers and data, and able to connect business drivers to data-driven recommendations that shape the future of finance. Leverage cutting edge tools to provide insights and build reports to support various parts of our business across Marketing, Treasury, Risk and Operations.NOW Finance offers flexibility of one day per week WFH on completion of probation.Key responsibilities include:Partner with internal stakeholders to solve business problems through data analysis and insights.Support strategic initiatives to drive business outcomes – includes data-driven strategies and data infrastructure work.Identify and interpret trends or patterns in complex data sets.Create and maintain dashboards in Power BI enabling business users to automate and improve current work processes.Build and deploy automated tasks to extract and transform data.Communicate findings, insights and recommendations to a range of stakeholders.Attributes, Experience & Qualifications:Solid programming skills in SQL is mandatory and Python is highly desirable.Experience with at least one data visualization tool (e.g. Power BI) is also mandatory.Degree qualified in a numerate discipline, i.e., relevant STEM, Actuarial or Econometrics degreeAn analytical mind that can balance detail with the big picture.Team player with sound organisational and prioritisation skills.Strong written and verbal communication.Ability to work in a dynamic environment and flex with changing pace.Up to 2 years’ work experience - preferably in the areas of credit risk/marketing analytics, data visualization or machine learning.Financial background and experience desirable.AtNOW Financewe support and encourage our employee's personal and professional development – What we can offer you is:A dynamic work culture, with the opportunity to develop.A career path within Data & AnalyticsThe opportunity to work within a fun and energetic team, alongside a supportive leadership teamA positive work environment, great office space, weekly fruit delivery and free coffee!NOW Finance BenefitsAn annual Wellness DayFlexibility post probationEntry to our Employee Benefit Portal offering discounts, perks, and wellness resourcesDiscounted health insuranceA substantial referral bonusEmployee Reward and Recognition",data\raw\Unknown_Company_Data Analyst_86802471_20250926_162031,2025-09-26T16:20:35.839351
https://www.seek.com.au/job/87299103?type=standard&ref=search-standalone#sol=0227f69204db24c612c10be2804bcc4a4cbd37b9,"Data Scientist, Asset Analytics","Mitcham, Melbourne VIC(Hybrid)",Business/Systems Analysts (Information & Communication Technology)Government - State (Government & Defence),Full time,"Up to $152,582 TRP (inclusive of 12% Super)","Position overviewPermanent, Full-Time opportunityTrue hybrid working - work from home and our Mitcham office$152,582 Total Remuneration Package (inclusive of 12% superannuation)About usWe're on a mission to create a brighter future, where you can be a change maker at the actual source. We're one of Australia's largest water utilities with over 30% of Victoria's population relying on us for their essential water and sanitation services.Our award-winning culture fosters an inclusive, collaborative, and flexible environment that enables our people to thrive. Here, you'll be inspired and challenged to grow alongside us.We're committed to reconciliation and supporting the self-determined role for Traditional Owners/Custodians in water and land management.The RoleJoin our Asset Data Science & Modelling team as a Data Scientist - Asset Analytics and help us solve some of the most complex infrastructure challenges facing the water sector today. From design to decommissioning, you'll use machine learning and advanced analytics to transform operational, spatial, and customer data into insights that guide smarter investment decisions, boost asset reliability, and improve service outcomes.In this role, you'll lead the development of predictive models that enable proactive asset management and strategic planning. You'll work closely with engineers, planners, and analysts to embed data-driven thinking across the business and uplift analytical capability in the asset domain.We're looking for a technically strong, curious, and collaborative data scientist - someone who thrives in complex environments, operates with autonomy, and is passionate about delivering real-world impact.Your key responsibilitiesDesign, build, and deploy predictive models for asset failure, degradation, and lifecycle optimisation using robust, production-ready practices.Develop end-to-end workflows in Databricks, leveraging version control (e.g. Git) and ML lifecycle tools (e.g. MLflow, Delta Live Tables).Implement and maintain CI/CD pipelines to automate model testing, retraining, and deployment, ensuring scalable and repeatable delivery of analytics solutions.Prepare and transform complex, multi-source datasets using SQL and Python, ensuring data is analytics-ready and reproducible.Translate complex modelling outputs into clear, risk-aware insights that inform asset strategy, investment decisions, and maintenance planning.Build and maintain interactive dashboards and visualisations (e.g. Power BI) to communicate model performance and business impact.Collaborate with data engineers to ensure model integration aligns with architectural standards and operational readiness.Explore and assess emerging analytics techniques (e.g. AutoML, GNNs) for relevance and application in the infrastructure domain.What we're looking forA degree in a quantitative field such as Data Science, Computer Science, Mathematics, or a related discipline (postgraduate study highly desirable).Strong hands-on experience developing predictive models using Python (e.g. pandas, scikit-learn, NumPy) and applying them to real-world problems.Proficiency in SQL for data extraction and transformation from enterprise systems.Experience working in cloud-based environments and developing analytics solutions using notebooks, pipelines, and distributed compute.Familiarity with CI/CD practices, including version control (e.g. Git), automated deployment, and model lifecycle management (e.g. MLflow, DLT, or similar).Strong communication skills, with the ability to translate complex modelling outputs into clear business insights.A collaborative mindset and experience working with cross-functional teams, including engineers, analysts, and planners.Comfortable working autonomously in complex environments while keeping work aligned with broader team and organisational goals.Curiosity, creativity, and a drive to deliver meaningful, data-led outcomes that improve service, performance, and customer value.To view the full position description, clickHERE.Why Yarra Valley Water?We celebrate and encourage new thinking at every level. Creating opportunities for you to grow - both professionally, and personally. When you flourish, we all do.$152,582 TRP inclusive of 12% superannuationFlexible working arrangements where our people are empowered to design their days with their team. Read our hybrid playbookHERE.Free and secure on-site parking with on-site café at our Mitcham office14 weeks paid leave parental leave15 days paid personal leave, which can be used for caring, wellbeing, mental health, menstrual or menopauseRequest to swap certain public holidays for another day of paid leaveTo read more about our benefits and culture, read our employee handbookHERE.Did you know?Research shows that men apply to jobs when they meet an average of 60% of the criteria, while women and other marginalised people tend to only apply when they meet all of them. So, if you think you have what it takes, but don't necessarily tick every box, please apply or get in touch. We'd love to have a chat and see if you could be a great fit.How to applyApplications should include a supporting Cover Letter and Resume.Closing date:Thursday, 2nd October 2025This position is available for Yarra Valley Water employees and external applicants.We welcome applications from everyone, including Aboriginal and/or Torres Strait Islander peoples, people with disability, mature age and young job seekers, members of the LGBTIQA+ community and people of all cultural backgrounds. If you need this information in an accessible format or would like to discuss reasonable adjustments during the recruitment process, please call03 9872 2542or emaildei@yvw.com.au.If you need any help with the application process or would like to discuss the recruitment process, please contact us via emailrecruit@yvw.com.au.Successful applicants must be eligible to work in Australia and agree to provide information for pre-employment checks, if required for the position. This may also include a Police Check or AusCheck, where an offer will be subject to a satisfactory outcome of these checks.",data\raw\Unknown_Company_Data Scientist Asset Analytics_87299103_20250926_162133,2025-09-26T16:21:38.261571
https://www.seek.com.au/job/87246833?type=standard&ref=search-standalone#sol=4586f4ca6dfc911537fef298645264ca47cba6e6,Senior Data Scientist - GenAI,"Cremorne, Melbourne VIC(Hybrid)",Engineering - Software (Information & Communication Technology),Full time,,"Company DescriptionAbout SEEKSEEK’s portfolio of diverse businesses make a positive impact on a truly global scale. Our purpose is to help people live more fulfilling and productive working lives and help organisations succeed. We create world-class technology solutions to connect more people to relevant employment, education, small business and volunteer opportunities. We have a culture of high-performance in our workplaces and celebrate the diversity of our employees who contribute to the success of our organisation.Life at SEEKSEEK’s purpose is at the centre of everything we do.Our SEEK, which defines the way we work, is all about what makes us unique and a little bit different. Passion, Team, Delivery and Future are our principles that drive innovation and creativity. SEEK strives to support employee wellbeing by providing an amazing experience at work which led us to being named AFR BOSS Top 10 Best Places to Work in Technology (2021-2024). We are proud to work in an environment that's inclusive where everyone's unique ideas, experiences and perspectives are valued.Our award-winning head office in Cremorne (just a 4 min walk from Richmond station) provides an exceptional space to collaborate with colleagues. The building provides sweeping views of the city, a games area, sit and stand desks at every workstation, modern end-of-trip facilities and Thursday night drinks which gives our people an opportunity to connect in a social setting.Job DescriptionThe RoleAs a Senior Data Scientist at SEEK, you'll be part of a fast-paced, supportive environment where you can make a real difference. You'll work on complex challenges that have a direct impact on people's lives, helping us evolve our business and reach new heights.You will report a Data Science Lead and work alongside other highly motivated Data Scientists in the Generative AI team. You will collaborate with product managers, designers, engineers, and others across multiple teams to design and develop Generative AI solutions for both internal and external (customer-facing) use cases.Key ResponsibilitiesIn this role, you will be expected to:Research, propose, and implement new AI solutions (and evolve existing ones) to improve a product or business outcome.Compile and develop datasets as appropriate to train or evaluate AI systems.Perform offline evaluation of AI systems and contribute to the design of online experiments.Evangelise appropriate AI methods and explain their benefits and limitations to various audiences, acting as a technical reference within the business on topics related to AI.Break down problems and projects, estimate and prioritise activities, and propose alternatives to overcome obstacles.Work together with Product Managers, Engineers, and other stakeholders to build relationships within the organisation based on trust.Mentor junior Data Scientists and share technical expertise with the DS team.The TeamSituated within the larger Artificial Intelligence & Analytics team at SEEK, the Generative AI team is a practice team focusing on GenAI. The GenAI team has two streams of work. TheApplicationsstream partners with SEEK product owners and may embed Data Scientists into the team to develop and test opportunities to build GenAI-based services. TheCapabilitiesstream builds early-stage prototypes to test the latest GenAI technology, and also develops core functionality into platform capabilities to enable sustainable scaling of GenAI services.We work on a quarterly planning cycle to develop our roadmap, which consists of internal R&D projects as well as partnerships with internal product teams, where we act as specialist consultants. As a Senior Data Scientist, you will work autonomously to deliver one or more initiatives for the team. The team runs various team rituals such as weekly stand-ups and knowledge sharing sessions, monthly team retrospectives, and others as needed. You will also attend project-related meetings as necessary.QualificationsEssential Qualifications, Skills, and ExperienceA MSc or PhD qualification in Computer Science, Data Science, Mathematics, Statistics, or equivalent experience.Professional experience developing and delivering AI/ML solutions.Deep understanding of the theory and practice of how to build, train, evaluate, and optimise AI/ML models.Excellent communication and interpersonal skills, including the ability to communicate complex ideas in simple language.Ability to adapt quickly and thrive in an environment of rapid change.The following are preferred but not essential:Demonstrated experience leading AI/ML projects and managing multiple stakeholders.Deep technical knowledge of the foundations of Generative AI: deep learning; transformers; encoder/decoder models; pre-training and post-training; RLFH; LORA.Hands-on experience training or adapting large language models.Hands-on experience building solutions with pre-trained LLMs, using techniques such as prompt engineering, RAG, agentic workflows, etc.Experience with conversational design and developing conversational AI systems.Additional InformationPermanent PerksAt SEEK we offer:Support of flexible working, including a mix of office and work from home days depending on your role.Paid and unpaid leave benefits including Personal Flexi Days and Volunteer Days, as well as the opportunity to purchase additional leaveSupport for parents with 14 weeks paid primary carers leave and 2 weeks paid leave for partnersSEEKer Support, a confidential service that offers employees up to six sessions with a mental health professional of your choiceTailored career development planning (including Education Assistance Program)At SEEK, we are passionate about fostering a culture of inclusion and wellbeing that embraces and values the diversity of our people. We are a purpose driven business that works with heart.We know teams with diverse ideas, experiences and perspectives are more creative and are critical to ensuring effective delivery and innovating to enable our future success. As such, we welcome applications from people with diverse backgrounds and life experiences, especially as they relate to gender, sexual identity, culture, faith, disability and life stages. If you have the skills, curiosity and an adaptable mindset but don't meet every responsibility or qualification listed in this advertisement, please still get in touch with us.Should you require any specific support or adjustments throughout the recruitment process and beyond, please advise us and we will be happy to assist.For this role, only those candidates with the eligible right to work will be considered.SEEK kindly requests no unsolicited resumes or approaches from recruitment agencies and will not be responsible for any associated fees.",data\raw\Unknown_Company_Senior Data Scientist - GenAI_87246833_20250926_162059,2025-09-26T16:21:05.489312
https://www.seek.com.au/job/87173977?type=standard&ref=search-standalone#sol=2987a1cf6269822d0d5de16ca5244f468ef5fef2,"Blackbook AI Graduate Program, Early 2026",Melbourne VIC(Hybrid),Developers/Programmers (Information & Communication Technology),Full time,,"OverviewAre you a tech-savvy graduate looking to kickstart your career in the exciting world of artificial intelligence, automation, data or digital? Blackbook.AI, a leading technology consulting company, is seeking ambitious graduates to join us in early 2026.What you'll be doingAs part of our team, you'll have the opportunity to work within one or more of the following practices:Data Science:Our team leverages Classical ML, Deep Learning, Neural Networks to solve customer problems.Applied/Gen AI:Our team leverages cloud based services such as AI Foundry, Mosaic, Bedrock, Open AI, Copilot to craft solutions to solve customer problems.Data:Develop your data engineering and analytics skills, to extract, transform, merge, model, analyse and present insights for our customers.Automation:From Robotic Process to Agentic Automation, design, develop, manage automations for our customers.Digital:Develop, Integrate, Test and Support Digital Solutions.Participate in a our hands on driven training program to develop your technical and interpersonal skills.Collaborate with cross-functional teams to design and implement innovative AI solutions for our clientsContinuously learn and stay up-to-date with the latest advancements in technologyWhat we're looking forA recently completed bachelor's degree in Engineering, Computer Science, Data Science, or a related technical fieldStrong problem-solving and analytical skills, with a keen interest in AI and emerging technologiesA collaborative mindset and the ability to work effectively in a team environmentWhat we offerAt Blackbook.AI, we are committed to providing our employees with a supportive and stimulating work environment. As a Graduate Program participant, you'll have access to a range of benefits, including:Competitive salary and bonusesOngoing training and development opportunitiesMentorship from industry-leading expertsFlexible work arrangements and a focus on work-life balanceAccess to the latest AI technologies and toolsOpportunities for career progression and growth within the companyAbout usBlackbook.AI is a dynamic and innovative AI driven consulting company, dedicated to pushing the boundaries of what's possible with artificial intelligence. Our mission is to create transformative AI solutions that improve lives and drive positive change. We are a team of passionate and dedicated individuals, united by our shared love of technology and our commitment to making a difference.Locations we are hiringBrisbane, Melbourne and SydneyAbout youMandatory:Must have full Australian working rightsHave graduated 2023 to December 2025 and available to start in February 2026Apply nowto be a part of our exciting Blackbook.AI Graduate Program and embark on a rewarding career in the cutting-edge field of artificial intelligence leveraged solutions.Applications Close: 30 September 2025",data\raw\Unknown_Company_Blackbook AI Graduate Program _87173977_20250926_162057,2025-09-26T16:21:03.954910
https://www.seek.com.au/job/87094436?type=standard&ref=search-standalone#sol=602a3d2fe79ae16ef4360c378dc4df58ec5d2e4c,Data Scientist,Melbourne VIC(Hybrid),Developers/Programmers (Information & Communication Technology),Full time,,"Company DescriptionFairness feels goodMake a real impact at AFCA. Where fairness drives every decision. Help us deliver world-class, independent complaints resolution for Australians. As a not-for-profit and progressive financial ombudsman, we’re championing positive change. Achieving our purpose takes progressive thinking, accountability and resilience. At AFCA, our inclusive leadership values every voice. We offer our people flexible work options, thoughtful benefits and opportunities to deepen expertise. Flourish in a diverse, caring culture. Feel the difference of belonging to an organisation intentionally designed to put people first.Job DescriptionTheData Scientistrole will be pivotal in ensuring the continuity and growth of AFCA’s AI services and AFCA achieving and implementing its future AI and data roadmaps. We’re looking for a Data Scientist to harness AFCA’s modern data platform and Microsoft services to uncover patterns, trends, and relationships across structured and unstructured data. You’ll build classification, prediction, and optimisation models that deliver tailored, actionable insights.Working with internal teams and external partners, you’ll help deliver sustainable, innovative, and ethical AI solutions that support AFCA’s strategic goals. We currently have two open positions, 1 x permanent and 1 x 12 month contract.Typically in this role, you will:Design, implement, and test analytical models using tools like Azure Databricks, Synapse Analytics, and AI FoundryLead experiments to compare analytical methods and refine performanceDeploy solutions within AFCA’s change management framework and monitor performance over timeParticipate in requirements workshops and contribute to solution designCollaborate with report developers to communicate insights through reports and visualisationsAct as a bridge between business needs and technical deliveryMaintain analytics workloads and support continuity of data science servicesRespond to alerts/outages and escalate as neededProvide project support, including coordination with third-party providersMaintain high-quality documentation (requirements, evaluations, code repositories)Build prompt libraries and guardrails in Azure AI FoundryDefine success metrics (accuracy, bias, hallucination rate) and run A/B testsLead design and evaluation of LLM and RAG-based solutions, including fine-tuning modelsQualificationsTo be successful, you will need:A degree in Computer Science, Information Technology, or a Data related field,Proven experience of relevant experience in working with advanced analytics platforms, data science and/or data and AI projects.Strong knowledge and experience in data science technologies including Databricks, Python, SQL, ML, AI and/or generative AI concepts/tools.Experience in deploying LLM-based solutions using Azure OpenAI or similar tools.Knowledge of data analysis, deep learning, statistics, artificial intelligence, and knowledge of relational and dimensional data models.Strong interpersonal skills including oral and written communication skills.Strong attention to detail, initiative and the ability to work unsupervised.The ability to adopt a flexible/ innovative approach to problems and opportunities.Additional InformationBOSS Best Places to Work 2024–credited for its culture, engagement and flexible working arrangements.Most Inclusive Workplace 2024– Australian HR Institute (AHRI) Awards.Employer of Choice Public Sector and NFP– Australian HR Awards 2023Silver AWEI Accreditation 2025– Recognised for LGBTQ+ workplace inclusion.Accredited Family Friendly Workplace– Supporting work-life balance and inclusivity.Hybrid working– Flexible arrangements with state-of-the-art offices designed for collaboration and wellbeing.Inclusive leave options– Flexible public holidays, 20 weeks paid parental leave, gender affirmation leave, women’s health leave, and paid time off over Christmas.Financial benefits– Not-for-profit salary packaging to boost take-home pay.Locations– A team of over 1,200 dedicated professionals based in modern Melbourne and Sydney CBD offices.To applyIf you’re passionate about fairness and believe your skills align with this role, we encourage you to apply even if you don’t meet every single criterion.We welcome applications from people of all backgrounds, cultures, abilities, sexual orientations, and gender identities. If you require any accessibility support during the recruitment process, please reach out to our team atCareers@afca.org.au.AFCA is a 2025 Circle Back Initiative Employer - we are committed to responding to every applicant.",data\raw\Unknown_Company_Data Scientist_87094436_20250926_162155,2025-09-26T16:22:00.838922
