ip,port,country,anonymity,type,speed,uptime,fetched_at
63.250.32.220,3128,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
140.238.184.182,3128,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
172.67.172.206,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
45.12.30.213,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
172.67.153.60,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
58.216.109.17,800,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
43.135.36.240,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
95.47.239.221,3128,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
203.95.198.188,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
170.244.27.150,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.804772
194.219.134.234,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
203.19.38.114,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
47.57.13.107,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
90.162.35.34,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
139.59.1.14,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
8.219.77.141,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
41.191.203.163,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
152.70.155.147,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
154.16.146.46,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
213.33.126.130,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
49.207.36.81,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.64.78.69,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
62.162.193.125,8081,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
190.58.248.86,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.64.78.34,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
58.216.109.14,800,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
34.194.41.221,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.64.40.169,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
170.244.26.206,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
208.87.243.199,7878,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.65.90.1,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
177.131.113.108,3128,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
4.195.16.140,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
159.65.245.255,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
61.158.175.38,9002,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
170.244.26.195,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
209.97.150.167,3128,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
141.101.90.96,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
143.42.66.91,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
57.129.81.201,8081,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
45.131.7.48,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
64.110.82.7,8080,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
170.244.26.36,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
128.199.202.122,3128,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
201.134.41.110,443,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
139.60.209.2,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
115.127.31.66,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.64.78.50,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
47.74.157.194,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.64.78.198,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
32.223.6.94,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
201.148.32.162,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
103.118.44.154,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.64.78.71,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
65.1.148.157,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
68.185.57.66,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
36.138.53.26,10019,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
170.244.25.52,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
41.191.203.162,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.64.40.184,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
41.59.90.175,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
159.203.61.169,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
170.244.27.142,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
161.35.70.249,3128,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
18.216.55.100,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
123.141.181.9,5031,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
170.244.27.58,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
170.244.27.61,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
5.182.34.123,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
197.221.234.253,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.65.90.2,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
141.101.120.229,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
36.147.78.166,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
40.177.65.8,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
47.91.65.23,3128,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.67.70.68,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
18.194.195.73,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
113.204.79.230,9091,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
45.131.4.114,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
41.230.216.70,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.67.70.17,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
185.162.230.73,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
194.158.203.14,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
194.152.44.226,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.67.180.74,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
141.101.121.253,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
141.101.120.194,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
45.131.6.103,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
141.101.123.244,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
172.66.40.170,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
8.47.69.6,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:58:27.805783
