ip,port,country,anonymity,type,speed,uptime,fetched_at
223.135.156.183,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.247.22.83,8080,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.214.109.67,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
173.245.49.160,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
159.112.235.32,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.121.218,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.182.162,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
205.233.181.219,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.159.219.241,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.122.123,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
167.99.236.14,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
154.65.39.7,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
179.96.28.58,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
41.65.160.172,1976,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.73.244.36,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
154.118.231.30,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
90.162.35.34,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
139.162.78.109,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
198.199.86.11,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
138.68.60.8,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.118.44.154,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
97.74.87.226,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
43.156.183.112,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
108.141.130.146,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
47.56.110.204,8989,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
197.221.234.253,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
35.197.89.213,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
41.191.203.162,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
160.251.142.232,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
23.247.136.254,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
4.156.78.45,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
4.245.123.244,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
47.74.157.194,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
89.58.55.33,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.123.93,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.231.39,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.123.105,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.252.208.70,14282,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.5.133,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.134.127,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.122.250,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.230.15,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.120.117,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.4.121,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.157.153,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.252.220.92,17328,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.193.213.55,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.131.76,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.6.103,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.238.228.251,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
199.102.104.70,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.214.56,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
31.43.179.184,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
23.227.39.145,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.181.212,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
31.43.179.152,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.181.165,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.4.114,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.229.160,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.231.103,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
184.168.47.120,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.209.253,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.236.217,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.231.94,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
188.114.99.154,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
199.229.254.129,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
98.188.47.150,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
198.8.94.170,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.111.135.18,18301,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.230.72,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.181.187,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.185.157,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.5.241,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
72.37.216.68,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
142.54.231.38,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.219.219,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.84.101,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.122.171,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
63.141.128.86,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.141.143,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
82.200.235.134,60737,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
58.216.109.14,800,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
58.216.109.17,800,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
170.244.27.58,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
170.244.27.150,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
170.244.26.36,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
170.244.27.142,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.70.42,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.229.215,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.185.174,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
222.59.173.105,45023,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
222.66.69.78,23344,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
219.154.210.157,9999,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.121.247,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.149.158,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.228.233,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.254.255,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.122.120,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.70.137,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
154.194.12.224,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.52.223,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
108.162.198.22,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
117.161.170.163,9381,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.189.218.85,6969,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
115.231.181.40,8128,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
57.129.81.201,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
183.250.170.85,9091,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
5.182.34.133,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
8.219.77.141,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.64.68,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
23.227.38.223,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.65.90.3,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
170.244.27.61,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
170.244.25.52,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
170.244.26.206,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
36.138.53.26,10017,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
170.244.26.195,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.78.69,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.121.75,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
23.227.38.17,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.96.62,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.120.83,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.228.30,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.7.96,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.4.249,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.149.23,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
89.116.250.67,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.120.168,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.228.97,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
8.222.234.245,1100,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
154.16.146.45,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.121.253,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.65.90.1,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
65.1.148.157,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
113.204.79.230,9091,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
194.219.134.234,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.78.71,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
34.194.41.221,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.78.50,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.90.96,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.115.162,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
195.85.23.181,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.66.42.3,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
82.223.165.28,18356,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
117.161.170.163,9082,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
220.197.44.36,3128,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
111.61.73.175,7302,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.54.81.152,8085,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
177.234.194.31,999,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
66.42.224.229,41679,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
202.5.60.46,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
208.102.51.6,58208,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.111.130.5,17002,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
67.201.33.10,25283,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.252.215.5,16137,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
70.166.167.55,57745,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
46.229.66.241,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
198.8.94.174,39078,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
98.178.72.21,10919,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
69.61.200.104,36181,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.111.139.163,19404,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
222.59.173.105,44162,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
72.195.34.35,27360,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
154.16.146.48,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
198.199.86.11,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.21.244.82,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.21.244.63,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
203.19.38.114,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.216.50.11,8080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
201.148.32.162,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.185.202,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
79.110.201.235,8081,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.169.151,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
61.158.175.38,9002,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
47.57.13.107,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.40.169,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
142.93.202.130,3128,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
40.177.65.8,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
139.60.209.2,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
18.216.55.100,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.78.34,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.78.198,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.120.23,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.70.249,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
41.230.216.70,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
18.194.195.73,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.120.194,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.229.253,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
154.194.12.69,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.229.181,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
173.245.49.67,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.159.216.88,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.146.173.20,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.229.189,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.201.200,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.182.240.75,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
80.78.77.52,65530,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
159.203.61.169,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
62.162.193.125,8081,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.230.134,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.237.129,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.208.78,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.119.55.129,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
142.54.236.97,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
199.187.210.54,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
98.182.171.161,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.252.216.81,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.111.137.34,18765,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
98.170.57.249,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
98.191.0.47,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
98.191.0.37,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
72.223.188.67,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
98.188.47.132,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.252.215.2,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
72.195.34.42,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.252.214.20,15864,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
68.71.249.158,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
209.97.150.167,1080,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.230.240,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.181.52,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.181.14,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.94.136,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.166.241,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
105.214.116.235,5678,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.228.158,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.149.43,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.7.164,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.18.250.181,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.5.64,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.163.208,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.71.37,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
5.182.34.123,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.5.33,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.120.97,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.7.208,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
208.65.90.21,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.111.139.162,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
182.155.254.159,80,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.120.198,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.228.190,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
66.235.200.83,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.162.228.249,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.123.44,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.125.246,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.12.30.206,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
142.54.239.1,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
184.170.248.5,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.166.239,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.103.190,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
8.218.14.254,1111,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
62.4.37.104,60606,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
89.46.249.170,12345,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
104.200.152.30,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
72.37.217.3,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
72.195.34.60,27391,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
192.252.220.89,4145,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
64.110.82.7,8080,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
209.46.30.183,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
103.160.204.10,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
122.116.125.115,8888,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
95.66.138.21,8880,Unknown,transparent,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
185.148.107.84,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.12.30.84,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.12.30.71,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
147.185.161.64,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.193.213.35,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.64.84.145,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
45.131.5.126,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.121.34,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.167.131,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.182.2,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.120.201,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
141.101.122.57,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
173.245.49.128,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.253.69,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
206.238.236.120,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.77.242,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
23.227.39.208,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.209.12,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
172.67.89.9,80,Unknown,elite,Unknown,Unknown,Unknown,2025-09-24T22:57:36.914818
